Institution code (UKPRN)	Institution name	Institution sort order	Main panel	Unit of assessment number	Unit of assessment name	Multiple submission letter	Multiple submission name	Joint submission	Profile	FTE Category A staff submitted	4*	3*	2*	1*	unclassified
H-0202	London Metropolitan University	82	B	10	Mathematical Sciences				Overall	8	5	20	40	35	0
H-0202	London Metropolitan University	82	B	11	Computer Science & Informatics				Overall	23	0	10	35	50	5
H-0202	London Metropolitan University	82	B	13	Elec Engineering, Metallurgy & Materials				Overall	4	0	0	35	45	20
H-0202	London Metropolitan University	82	C	16	Architecture, Built Environment & Planning				Overall	23	5	30	35	30	0
H-0202	London Metropolitan University	82	C	18	Economics & Econometrics				Overall	8	0	35	55	10	0
H-0202	London Metropolitan University	82	C	19	Business & Management Studies				Overall	28	0	15	35	40	10
H-0202	London Metropolitan University	82	C	20	Law				Overall	6.5	0	10	50	25	15
H-0202	London Metropolitan University	82	C	21	Politics & International Studies				Overall	19.6	5	15	30	40	10
H-0202	London Metropolitan University	82	C	22	Social Work & Social Policy				Overall	20.4	10	40	30	20	0
H-0202	London Metropolitan University	82	C	25	Education				Overall	10.8	10	40	35	15	0
H-0202	London Metropolitan University	82	D	27	Area Studies				Overall	21.14	5	30	50	15	0
H-0202	London Metropolitan University	82	D	34	Art & Design: History, Practice, Theory				Overall	36.6	0	10	45	40	5
H-0202	London Metropolitan University	82	D	35	Music, Drama, Dance, Performing Arts				Overall	6.5	0	25	15	55	5
H-0202	London Metropolitan University	82	D	36	Comm, Cultural & Media Studies, Library & Info Mgt				Overall	12.5	15	25	40	20	0
H-0152	Loughborough University	83	A	2	Public Health, Health Services & Primary Care				Overall	19	0	15	45	40	0
H-0152	Loughborough University	83	B	8	Chemistry				Overall	25.33	0	25	70	5	0
H-0152	Loughborough University	83	B	9	Physics				Overall	17.1	15	35	35	10	5
H-0152	Loughborough University	83	B	10	Mathematical Sciences				Overall	31.8	10	40	40	10	0
H-0152	Loughborough University	83	B	11	Computer Science & Informatics				Overall	16.2	15	40	35	10	0
H-0152	Loughborough University	83	B	12	Aero, Mech, Chem & Manufacturing Engineering				Overall	143.43	20	50	25	5	0
H-0152	Loughborough University	83	B	13	Elec Engineering, Metallurgy & Materials				Overall	26.2	15	45	35	5	0
H-0152	Loughborough University	83	B	14	Civil and Construction Engineering				Overall	27.5	15	50	25	10	0
H-0152	Loughborough University	83	C	16	Architecture, Built Environment & Planning				Overall	27	25	50	20	5	0
H-0152	Loughborough University	83	C	17	Geography, Environmental Studies & Archaeology				Overall	24.25	10	40	40	10	0
H-0152	Loughborough University	83	C	18	Economics & Econometrics				Overall	21.25	5	40	50	5	0
H-0152	Loughborough University	83	C	19	Business & Management Studies				Overall	57.4	15	45	35	5	0
H-0152	Loughborough University	83	C	23	Sociology				Overall	47.22	25	20	30	20	5
H-0152	Loughborough University	83	C	25	Education				Overall	7	5	15	30	35	15
H-0152	Loughborough University	83	C	26	Sport & Exercise Sciences, Leisure & Tourism				Overall	41.8	25	35	30	10	0
H-0152	Loughborough University	83	D	27	Area Studies				Overall	17.6	10	30	40	15	5
H-0152	Loughborough University	83	D	29	English Language & Literature				Overall	20.4	10	40	40	10	0
H-0152	Loughborough University	83	D	34	Art & Design: History, Practice, Theory				Overall	64.64	55	30	15	0	0
H-0152	Loughborough University	83	D	36	Comm, Cultural & Media Studies, Library & Info Mgt				Overall	27.7	15	40	30	10	5
H-0137	London School of Economics and Political Science	84	B	10	Mathematical Sciences				Overall	25.5	15	40	35	5	5
H-0137	London School of Economics and Political Science	84	C	17	Geography, Environmental Studies & Archaeology				Overall	23.35	20	50	25	5	0
H-0137	London School of Economics and Political Science	84	C	18	Economics & Econometrics				Overall	41.6	60	35	5	0	0
H-0137	London School of Economics and Political Science	84	C	19	Business & Management Studies				Overall	86.41	30	40	25	5	0
H-0137	London School of Economics and Political Science	84	C	20	Law				Overall	50.95	45	30	15	10	0
H-0137	London School of Economics and Political Science	84	C	21	Politics & International Studies				Overall	69.45	30	30	30	10	0
H-0137	London School of Economics and Political Science	84	C	22	Social Work & Social Policy				Overall	50.7	50	30	20	0	0
H-0137	London School of Economics and Political Science	84	C	23	Sociology				Overall	37.75	20	25	35	15	5
H-0137	London School of Economics and Political Science	84	C	24	Anthropology & Development Studies				Overall	17	40	25	30	0	5
H-0137	London School of Economics and Political Science	84	D	27	Area Studies				Overall	15.1	20	45	30	5	0
H-0137	London School of Economics and Political Science	84	D	30	History				Overall	48.35	35	30	25	10	0
H-0137	London School of Economics and Political Science	84	D	32	Philosophy				Overall	13.55	35	30	30	5	0
H-0137	London School of Economics and Political Science	84	D	36	Comm, Cultural & Media Studies, Library & Info Mgt				Overall	10.65	45	30	25	0	0
H-0138	London School of Hygiene & Tropical Medicine	85	A	1	Clinical Medicine				Overall	30.8	20	60	15	5	0
H-0138	London School of Hygiene & Tropical Medicine	85	A	2	Public Health, Health Services & Primary Care				Overall	179.02	30	35	30	5	0
H-0204	University of Manchester	86	A	1	Clinical Medicine				Overall	116.83	20	55	25	0	0
H-0204	University of Manchester	86	A	2	Public Health, Health Services & Primary Care				Overall	33.6	40	40	15	5	0
H-0204	University of Manchester	86	A	3	Allied Health, Dentistry, Nursing & Pharmacy				Overall	133.32	40	35	20	5	0
H-0204	University of Manchester	86	A	4	Psychology, Psychiatry & Neuroscience				Overall	70.7	10	35	45	10	0
H-0204	University of Manchester	86	A	5	Biological Sciences				Overall	179.9	20	45	35	0	0
H-0204	University of Manchester	86	B	7	Earth Systems & Environmental Sciences				Overall	37.1	20	50	25	5	0
H-0204	University of Manchester	86	B	8	Chemistry				Overall	58.3	20	45	35	0	0
H-0204	University of Manchester	86	B	9	Physics				Overall	82.8	20	35	30	15	0
H-0204	University of Manchester	86	B	10	Mathematical Sciences				Overall	66.7	25	35	35	5	0
H-0204	University of Manchester	86	B	11	Computer Science & Informatics				Overall	72.05	30	55	15	0	0
H-0204	University of Manchester	86	B	12	Aero, Mech, Chem & Manufacturing Engineering				Overall	32.73	25	60	15	0	0
H-0204	University of Manchester	86	B	13	Elec Engineering, Metallurgy & Materials				Overall	95.33	20	60	15	5	0
H-0204	University of Manchester	86	B	15	General Engineering				Overall	52.16	20	50	30	0	0
H-0204	University of Manchester	86	C	16	Architecture, Built Environment & Planning				Overall	17.9	20	40	30	10	0
H-0204	University of Manchester	86	C	17	Geography, Environmental Studies & Archaeology				Overall	35	15	45	30	10	0
H-0204	University of Manchester	86	C	18	Economics & Econometrics				Overall	34.8	25	55	20	0	0
H-0204	University of Manchester	86	C	19	Business & Management Studies				Overall	182.22	25	40	30	5	0
H-0204	University of Manchester	86	C	20	Law				Overall	61.8	10	40	40	10	0
H-0204	University of Manchester	86	C	21	Politics & International Studies				Overall	46.4	20	30	30	20	0
H-0204	University of Manchester	86	C	22	Social Work & Social Policy				Overall	13	15	30	50	5	0
H-0204	University of Manchester	86	C	23	Sociology				Overall	49.2	40	20	25	15	0
H-0204	University of Manchester	86	C	24	Anthropology & Development Studies				Overall	61.78	25	40	25	10	0
H-0204	University of Manchester	86	C	25	Education				Overall	40.6	20	35	30	10	5
H-0204	University of Manchester	86	D	27	Area Studies				Overall	19	10	25	45	20	0
H-0204	University of Manchester	86	D	28	Modern Languages				Overall	68.3	20	40	30	10	0
H-0204	University of Manchester	86	D	29	English Language & Literature				Overall	33.45	30	45	25	0	0
H-0204	University of Manchester	86	D	30	History				Overall	34.2	20	40	30	10	0
H-0204	University of Manchester	86	D	31	Classics				Overall	16.8	25	30	35	10	0
H-0204	University of Manchester	86	D	32	Philosophy				Overall	13.5	10	35	50	5	0
H-0204	University of Manchester	86	D	33	Theology & Religious Studies				Overall	23.85	25	40	30	5	0
H-0204	University of Manchester	86	D	34	Art & Design: History, Practice, Theory				Overall	17	40	40	15	5	0
H-0204	University of Manchester	86	D	35	Music, Drama, Dance, Performing Arts				Overall	24.02	50	35	10	5	0
H-0066	Manchester Metropolitan University	87	A	3	Allied Health, Dentistry, Nursing & Pharmacy				Overall	54.5	5	30	50	15	0
H-0066	Manchester Metropolitan University	87	B	7	Earth Systems & Environmental Sciences				Overall	17.91	5	40	40	15	0
H-0066	Manchester Metropolitan University	87	B	11	Computer Science & Informatics				Overall	13	5	30	40	25	0
H-0066	Manchester Metropolitan University	87	B	13	Elec Engineering, Metallurgy & Materials				Overall	13.8	0	30	40	30	0
H-0066	Manchester Metropolitan University	87	B	15	General Engineering				Overall	6	0	35	45	20	0
H-0066	Manchester Metropolitan University	87	C	18	Economics & Econometrics				Overall	4.75	0	10	50	40	0
H-0066	Manchester Metropolitan University	87	C	19	Business & Management Studies				Overall	26.4	5	30	45	20	0
H-0066	Manchester Metropolitan University	87	C	22	Social Work & Social Policy				Overall	19.5	5	15	50	25	5
H-0066	Manchester Metropolitan University	87	C	23	Sociology				Overall	22.5	5	30	40	25	0
H-0066	Manchester Metropolitan University	87	C	25	Education				Overall	22.8	20	35	35	10	0
H-0066	Manchester Metropolitan University	87	D	27	Area Studies				Overall	32.4	0	20	50	20	10
H-0066	Manchester Metropolitan University	87	D	29	English Language & Literature				Overall	26.95	15	20	50	15	0
H-0066	Manchester Metropolitan University	87	D	32	Philosophy				Overall	5.5	5	35	55	5	0
H-0066	Manchester Metropolitan University	87	D	34	Art & Design: History, Practice, Theory				Overall	61.75	10	35	35	15	5
H-0066	Manchester Metropolitan University	87	D	35	Music, Drama, Dance, Performing Arts				Overall	10.8	5	25	55	15	0
H-0066	Manchester Metropolitan University	87	D	36	Comm, Cultural & Media Studies, Library & Info Mgt				Overall	16.5	0	20	45	35	0
H-0067	Middlesex University	88	A	3	Allied Health, Dentistry, Nursing & Pharmacy				Overall	18	5	25	35	30	5
H-0067	Middlesex University	88	A	4	Psychology, Psychiatry & Neuroscience				Overall	14.5	0	10	30	60	0
H-0067	Middlesex University	88	B	11	Computer Science & Informatics				Overall	22.3	10	25	45	20	0
H-0067	Middlesex University	88	C	17	Geography, Environmental Studies & Archaeology				Overall	12.15	5	35	40	20	0
H-0067	Middlesex University	88	C	19	Business & Management Studies				Overall	38.79	5	25	50	20	0
H-0067	Middlesex University	88	C	20	Law				Overall	7.3	0	15	35	50	0
H-0067	Middlesex University	88	C	22	Social Work & Social Policy				Overall	15.2	5	45	40	10	0
H-0067	Middlesex University	88	D	29	English Language & Literature				Overall	8.5	5	30	50	15	0
H-0067	Middlesex University	88	D	32	Philosophy				Overall	7	20	45	30	5	0
H-0067	Middlesex University	88	D	34	Art & Design: History, Practice, Theory				Overall	31	15	40	35	10	0
H-0067	Middlesex University	88	D	35	Music, Drama, Dance, Performing Arts				Overall	12.1	20	35	25	20	0
H-0067	Middlesex University	88	D	36	Comm, Cultural & Media Studies, Library & Info Mgt				Overall	4	0	45	25	30	0
H-0151Z	University Marine Biological Station, Millport	89	A	6	Agriculture, Veterinary & Food Science				Overall	4	5	10	15	70	0
H-0107	Napier University	90	A	3	Allied Health, Dentistry, Nursing & Pharmacy				Overall	29.6	5	5	40	45	5
H-0107	Napier University	90	A	4	Psychology, Psychiatry & Neuroscience				Overall	6.8	0	5	30	55	10
H-0107	Napier University	90	B	7	Earth Systems & Environmental Sciences				Overall	13	0	20	45	30	5
H-0107	Napier University	90	B	11	Computer Science & Informatics				Overall	26.7	0	20	60	20	0
H-0107	Napier University	90	B	14	Civil and Construction Engineering				Overall	31.35	5	25	45	25	0
H-0107	Napier University	90	C	16	Architecture, Built Environment & Planning				Overall	11	5	30	45	20	0
H-0107	Napier University	90	C	19	Business & Management Studies				Overall	31	0	15	45	35	5
H-0107	Napier University	90	C	20	Law				Overall	6	0	5	20	55	20
H-0107	Napier University	90	C	23	Sociology				Overall	6.8	0	10	40	45	5
H-0107	Napier University	90	D	29	English Language & Literature				Overall	6.5	5	15	55	20	5
H-0107	Napier University	90	D	34	Art & Design: History, Practice, Theory				Overall	10.75	0	25	35	25	15
H-0107	Napier University	90	D	35	Music, Drama, Dance, Performing Arts				Overall	7.1	0	5	25	40	30
H-0107	Napier University	90	D	36	Comm, Cultural & Media Studies, Library & Info Mgt				Overall	5.5	10	50	25	10	5
H-0154	University of Newcastle upon Tyne	91	A	1	Clinical Medicine				Overall	144.67	15	50	30	5	0
H-0154	University of Newcastle upon Tyne	91	A	2	Public Health, Health Services & Primary Care				Overall	35.02	10	40	45	5	0
H-0154	University of Newcastle upon Tyne	91	A	3	Allied Health, Dentistry, Nursing & Pharmacy				Overall	27	15	45	35	5	0
H-0154	University of Newcastle upon Tyne	91	A	4	Psychology, Psychiatry & Neuroscience				Overall	67.9	10	30	45	15	0
H-0154	University of Newcastle upon Tyne	91	A	5	Biological Sciences				Overall	44	15	45	30	5	5
H-0154	University of Newcastle upon Tyne	91	A	6	Agriculture, Veterinary & Food Science				Overall	39	5	40	45	10	0
H-0154	University of Newcastle upon Tyne	91	B	7	Earth Systems & Environmental Sciences				Overall	26.2	15	50	30	5	0
H-0154	University of Newcastle upon Tyne	91	B	8	Chemistry				Overall	23	5	40	50	5	0
H-0154	University of Newcastle upon Tyne	91	B	10	Mathematical Sciences				Overall	34	10	45	40	5	0
H-0154	University of Newcastle upon Tyne	91	B	11	Computer Science & Informatics				Overall	30.6	20	50	30	0	0
H-0154	University of Newcastle upon Tyne	91	B	12	Aero, Mech, Chem & Manufacturing Engineering				Overall	57.05	15	50	30	5	0
H-0154	University of Newcastle upon Tyne	91	B	13	Elec Engineering, Metallurgy & Materials				Overall	30.7	15	45	30	10	0
H-0154	University of Newcastle upon Tyne	91	B	14	Civil and Construction Engineering				Overall	41	20	70	10	0	0
H-0154	University of Newcastle upon Tyne	91	C	16	Architecture, Built Environment & Planning				Overall	34.9	25	40	25	10	0
H-0154	University of Newcastle upon Tyne	91	C	17	Geography, Environmental Studies & Archaeology				Overall	40.5	15	35	35	15	0
H-0154	University of Newcastle upon Tyne	91	C	19	Business & Management Studies				Overall	39.9	10	40	40	10	0
H-0154	University of Newcastle upon Tyne	91	C	20	Law				Overall	19	0	40	45	15	0
H-0154	University of Newcastle upon Tyne	91	C	21	Politics & International Studies				Overall	18	15	25	35	25	0
H-0154	University of Newcastle upon Tyne	91	C	23	Sociology				Overall	21.6	15	35	35	15	0
H-0154	University of Newcastle upon Tyne	91	C	25	Education				Overall	11.1	10	40	35	15	0
H-0154	University of Newcastle upon Tyne	91	D	28	Modern Languages				Overall	50.43	15	25	40	15	5
H-0154	University of Newcastle upon Tyne	91	D	29	English Language & Literature				Overall	30.8	25	45	25	5	0
H-0154	University of Newcastle upon Tyne	91	D	30	History				Overall	28.3	15	25	45	15	0
H-0154	University of Newcastle upon Tyne	91	D	31	Classics				Overall	10	10	35	45	10	0
H-0154	University of Newcastle upon Tyne	91	D	34	Art & Design: History, Practice, Theory				Overall	15	25	60	10	5	0
H-0154	University of Newcastle upon Tyne	91	D	35	Music, Drama, Dance, Performing Arts				Overall	12.7	35	45	15	5	0
H-0028	Newman University College	92	C	25	Education				Overall	3	0	25	35	30	10
H-0028	Newman University College	92	C	26	Sport & Exercise Sciences, Leisure & Tourism				Overall	4	0	0	35	60	5
H-0028	Newman University College	92	D	30	History				Overall	0.8	0	0	85	5	10
H-0086	University of Wales, Newport	93	B	12	Aero, Mech, Chem & Manufacturing Engineering				Overall	1	10	15	20	30	25
H-0086	University of Wales, Newport	93	C	22	Social Work & Social Policy				Overall	4.8	5	40	30	20	5
H-0086	University of Wales, Newport	93	C	25	Education				Overall	1	0	0	25	55	20
H-0086	University of Wales, Newport	93	D	30	History				Overall	3.5	0	20	40	35	5
H-0086	University of Wales, Newport	93	D	34	Art & Design: History, Practice, Theory				Overall	17.2	10	60	25	5	0
H-0027	University of Northampton	94	A	3	Allied Health, Dentistry, Nursing & Pharmacy				Overall	10.6	5	5	30	45	15
H-0027	University of Northampton	94	B	13	Elec Engineering, Metallurgy & Materials				Overall	6.4	0	20	35	35	10
H-0027	University of Northampton	94	C	19	Business & Management Studies				Overall	6.9	5	10	30	45	10
H-0027	University of Northampton	94	C	25	Education				Overall	17	5	10	40	35	10
H-0027	University of Northampton	94	D	27	Area Studies				Overall	2	0	10	40	30	20
H-0027	University of Northampton	94	D	29	English Language & Literature				Overall	13.6	0	15	55	30	0
H-0027	University of Northampton	94	D	30	History				Overall	8.5	5	35	45	15	0
H-0027	University of Northampton	94	D	34	Art & Design: History, Practice, Theory				Overall	9	0	5	25	60	10
H-0027	University of Northampton	94	D	35	Music, Drama, Dance, Performing Arts				Overall	9.5	0	25	40	35	0
H-0069	University of Northumbria at Newcastle	95	A	3	Allied Health, Dentistry, Nursing & Pharmacy				Overall	32.55	5	25	40	20	10
H-0069	University of Northumbria at Newcastle	95	A	4	Psychology, Psychiatry & Neuroscience				Overall	16	0	25	65	10	0
H-0069	University of Northumbria at Newcastle	95	B	15	General Engineering				Overall	14	5	45	35	15	0
H-0069	University of Northumbria at Newcastle	95	C	16	Architecture, Built Environment & Planning				Overall	12.8	5	45	40	10	0
H-0069	University of Northumbria at Newcastle	95	C	19	Business & Management Studies				Overall	19	0	20	45	30	5
H-0069	University of Northumbria at Newcastle	95	C	22	Social Work & Social Policy				Overall	11	5	30	45	20	0
H-0069	University of Northumbria at Newcastle	95	C	26	Sport & Exercise Sciences, Leisure & Tourism				Overall	10.25	5	15	40	35	5
H-0069	University of Northumbria at Newcastle	95	D	29	English Language & Literature				Overall	8.5	5	20	55	20	0
H-0069	University of Northumbria at Newcastle	95	D	30	History				Overall	8.11	0	20	45	35	0
H-0069	University of Northumbria at Newcastle	95	D	34	Art & Design: History, Practice, Theory				Overall	29.4	15	15	55	15	0
H-0190	Norwich University College of the Arts	96	D	34	Art & Design: History, Practice, Theory				Overall	8.7	5	30	50	15	0
H-0155	University of Nottingham	97	A	1	Clinical Medicine				Overall	109.7	5	30	55	10	0
H-0155	University of Nottingham	97	A	2	Public Health, Health Services & Primary Care				Overall	30.76	30	40	25	5	0
H-0155	University of Nottingham	97	A	3	Allied Health, Dentistry, Nursing & Pharmacy				Overall	83.03	30	40	20	5	5
H-0155	University of Nottingham	97	A	4	Psychology, Psychiatry & Neuroscience				Overall	66.5	10	50	35	5	0
H-0155	University of Nottingham	97	A	5	Biological Sciences				Overall	93.34	5	35	45	10	5
H-0155	University of Nottingham	97	A	6	Agriculture, Veterinary & Food Science				Overall	104.3	15	45	35	5	0
H-0155	University of Nottingham	97	B	8	Chemistry				Overall	35	30	55	15	0	0
H-0155	University of Nottingham	97	B	9	Physics				Overall	44.45	25	40	30	5	0
H-0155	University of Nottingham	97	B	10	Mathematical Sciences				Overall	58.4	20	45	30	5	0
H-0155	University of Nottingham	97	B	11	Computer Science & Informatics				Overall	30.5	30	50	20	0	0
H-0155	University of Nottingham	97	B	12	Aero, Mech, Chem & Manufacturing Engineering				Overall	46.5	25	50	20	5	0
H-0155	University of Nottingham	97	B	13	Elec Engineering, Metallurgy & Materials				Overall	22	10	55	30	5	0
H-0155	University of Nottingham	97	B	14	Civil and Construction Engineering				Overall	30.01	25	60	15	0	0
H-0155	University of Nottingham	97	B	15	General Engineering				Overall	16	25	50	25	0	0
H-0155	University of Nottingham	97	C	16	Architecture, Built Environment & Planning				Overall	36	10	30	45	15	0
H-0155	University of Nottingham	97	C	17	Geography, Environmental Studies & Archaeology				Overall	53.5	20	40	30	10	0
H-0155	University of Nottingham	97	C	18	Economics & Econometrics				Overall	47.25	30	55	15	0	0
H-0155	University of Nottingham	97	C	19	Business & Management Studies				Overall	90.4	20	50	25	5	0
H-0155	University of Nottingham	97	C	20	Law				Overall	46.43	30	35	30	5	0
H-0155	University of Nottingham	97	C	21	Politics & International Studies				Overall	34	15	35	35	15	0
H-0155	University of Nottingham	97	C	22	Social Work & Social Policy				Overall	30.5	10	40	40	10	0
H-0155	University of Nottingham	97	C	23	Sociology				Overall	8.3	15	30	35	20	0
H-0155	University of Nottingham	97	C	25	Education				Overall	51.2	20	25	35	15	5
H-0155	University of Nottingham	97	D	27	Area Studies				Overall	42	10	20	40	30	0
H-0155	University of Nottingham	97	D	28	Modern Languages				Overall	54	20	35	30	10	5
H-0155	University of Nottingham	97	D	29	English Language & Literature				Overall	35	35	35	25	5	0
H-0155	University of Nottingham	97	D	30	History				Overall	25.2	15	35	45	5	0
H-0155	University of Nottingham	97	D	31	Classics				Overall	13	10	45	35	10	0
H-0155	University of Nottingham	97	D	32	Philosophy				Overall	15.5	25	35	35	5	0
H-0155	University of Nottingham	97	D	33	Theology & Religious Studies				Overall	11.25	20	40	35	5	0
H-0155	University of Nottingham	97	D	34	Art & Design: History, Practice, Theory				Overall	7.2	20	55	20	5	0
H-0155	University of Nottingham	97	D	35	Music, Drama, Dance, Performing Arts				Overall	10.25	25	60	15	0	0
H-0155	University of Nottingham	97	D	36	Comm, Cultural & Media Studies, Library & Info Mgt				Overall	7	5	35	45	15	0
H-0071	Nottingham Trent University	98	A	3	Allied Health, Dentistry, Nursing & Pharmacy				Overall	14	20	30	40	5	5
H-0071	Nottingham Trent University	98	A	4	Psychology, Psychiatry & Neuroscience				Overall	25	0	15	35	50	0
H-0071	Nottingham Trent University	98	B	7	Earth Systems & Environmental Sciences				Overall	2	0	5	50	45	0
H-0071	Nottingham Trent University	98	B	11	Computer Science & Informatics				Overall	6	0	30	55	15	0
H-0071	Nottingham Trent University	98	B	15	General Engineering				Overall	10	15	40	40	5	0
H-0071	Nottingham Trent University	98	C	16	Architecture, Built Environment & Planning				Overall	19.6	0	30	40	25	5
H-0071	Nottingham Trent University	98	C	17	Geography, Environmental Studies & Archaeology				Overall	2	5	25	45	25	0
H-0071	Nottingham Trent University	98	C	19	Business & Management Studies				Overall	31.4	5	25	50	20	0
H-0071	Nottingham Trent University	98	C	20	Law				Overall	16	0	10	50	40	0
H-0071	Nottingham Trent University	98	C	22	Social Work & Social Policy				Overall	14.7	15	45	35	5	0
H-0071	Nottingham Trent University	98	C	26	Sport & Exercise Sciences, Leisure & Tourism				Overall	8	0	0	55	35	10
H-0071	Nottingham Trent University	98	D	28	Modern Languages				Overall	5.8	0	30	45	25	0
H-0071	Nottingham Trent University	98	D	29	English Language & Literature				Overall	24.25	10	45	30	15	0
H-0071	Nottingham Trent University	98	D	30	History				Overall	13.75	5	25	45	25	0
H-0071	Nottingham Trent University	98	D	34	Art & Design: History, Practice, Theory				Overall	46.39	5	30	30	25	10
H-0071	Nottingham Trent University	98	D	36	Comm, Cultural & Media Studies, Library & Info Mgt				Overall	25.05	25	45	15	15	0
H-0001	Open University	99	A	5	Biological Sciences				Overall	18.8	5	20	45	25	5
H-0001	Open University	99	B	7	Earth Systems & Environmental Sciences				Overall	52.8	15	55	25	5	0
H-0001	Open University	99	B	10	Mathematical Sciences				Overall	23.5	10	40	45	5	0
H-0001	Open University	99	B	11	Computer Science & Informatics				Overall	24	25	45	30	0	0
H-0001	Open University	99	B	13	Elec Engineering, Metallurgy & Materials				Overall	6	5	45	40	10	0
H-0001	Open University	99	C	17	Geography, Environmental Studies & Archaeology				Overall	18	20	35	40	5	0
H-0001	Open University	99	C	19	Business & Management Studies				Overall	37.9	5	35	40	20	0
H-0001	Open University	99	C	22	Social Work & Social Policy				Overall	12.3	10	50	35	5	0
H-0001	Open University	99	C	23	Sociology				Overall	42.3	20	35	30	15	0
H-0001	Open University	99	C	24	Anthropology & Development Studies				Overall	22.21	15	30	40	15	0
H-0001	Open University	99	C	25	Education				Overall	77.01	10	35	40	15	0
H-0001	Open University	99	D	29	English Language & Literature				Overall	14.85	15	50	25	10	0
H-0001	Open University	99	D	30	History				Overall	20.6	10	30	50	10	0
H-0001	Open University	99	D	31	Classics				Overall	10	5	25	55	15	0
H-0001	Open University	99	D	32	Philosophy				Overall	8	0	40	55	5	0
H-0001	Open University	99	D	33	Theology & Religious Studies				Overall	10	15	20	40	25	0
H-0001	Open University	99	D	34	Art & Design: History, Practice, Theory				Overall	28.8	25	40	35	0	0
H-0001	Open University	99	D	35	Music, Drama, Dance, Performing Arts				Overall	11.5	15	30	50	5	0
H-0156	University of Oxford	100	A	1	Clinical Medicine				Overall	233.76	40	40	15	5	0
H-0156	University of Oxford	100	A	2	Public Health, Health Services & Primary Care				Overall	52.6	30	40	25	5	0
H-0156	University of Oxford	100	A	4	Psychology, Psychiatry & Neuroscience				Overall	85.5	35	45	15	5	0
H-0156	University of Oxford	100	A	5	Biological Sciences				Overall	168.28	25	45	25	0	5
H-0156	University of Oxford	100	B	7	Earth Systems & Environmental Sciences				Overall	32.08	35	50	15	0	0
H-0156	University of Oxford	100	B	8	Chemistry				Overall	73.9	30	45	25	0	0
H-0156	University of Oxford	100	B	9	Physics				Overall	140.1	20	35	35	10	0
H-0156	University of Oxford	100	B	10	Mathematical Sciences				Overall	133.91	35	45	20	0	0
H-0156	University of Oxford	100	B	11	Computer Science & Informatics				Overall	55.75	35	45	20	0	0
H-0156	University of Oxford	100	B	13	Elec Engineering, Metallurgy & Materials				Overall	37.3	25	55	15	5	0
H-0156	University of Oxford	100	B	15	General Engineering				Overall	85.4	25	60	15	0	0
H-0156	University of Oxford	100	C	17	Geography, Environmental Studies & Archaeology				Overall	64	35	30	25	10	0
H-0156	University of Oxford	100	C	18	Economics & Econometrics				Overall	78.5	40	55	5	0	0
H-0156	University of Oxford	100	C	19	Business & Management Studies				Overall	53	30	40	25	5	0
H-0156	University of Oxford	100	C	20	Law				Overall	103.5	35	35	25	5	0
H-0156	University of Oxford	100	C	21	Politics & International Studies				Overall	88.85	35	25	30	10	0
H-0156	University of Oxford	100	C	22	Social Work & Social Policy				Overall	22.83	20	50	20	10	0
H-0156	University of Oxford	100	C	23	Sociology				Overall	18.75	25	30	35	5	5
H-0156	University of Oxford	100	C	24	Anthropology & Development Studies				Overall	63.7	35	30	30	5	0
H-0156	University of Oxford	100	C	25	Education				Overall	36	30	35	30	5	0
H-0156	University of Oxford	100	D	27	Area Studies				Overall	77.13	25	30	30	10	5
H-0156	University of Oxford	100	D	28	Modern Languages				Overall	106.75	25	35	30	10	0
H-0156	University of Oxford	100	D	29	English Language & Literature				Overall	93.25	40	25	30	5	0
H-0156	University of Oxford	100	D	30	History				Overall	109	35	35	25	5	0
H-0156	University of Oxford	100	D	31	Classics				Overall	71.26	40	30	25	5	0
H-0156	University of Oxford	100	D	32	Philosophy				Overall	78.99	35	30	30	5	0
H-0156	University of Oxford	100	D	33	Theology & Religious Studies				Overall	41	30	35	30	5	0
H-0156	University of Oxford	100	D	34	Art & Design: History, Practice, Theory				Overall	9.66	30	35	20	15	0
H-0156	University of Oxford	100	D	35	Music, Drama, Dance, Performing Arts				Overall	22.25	50	25	20	5	0
H-0156	University of Oxford	100	D	36	Comm, Cultural & Media Studies, Library & Info Mgt				Overall	8.83	20	35	35	10	0
H-0072	Oxford Brookes University	101	A	3	Allied Health, Dentistry, Nursing & Pharmacy				Overall	14.3	10	20	40	25	5
H-0072	Oxford Brookes University	101	A	4	Psychology, Psychiatry & Neuroscience				Overall	13.2	0	25	50	25	0
H-0072	Oxford Brookes University	101	A	5	Biological Sciences				Overall	12	5	15	45	30	5
H-0072	Oxford Brookes University	101	B	10	Mathematical Sciences				Overall	5.71	0	10	55	35	0
H-0072	Oxford Brookes University	101	B	11	Computer Science & Informatics				Overall	10.67	15	35	35	15	0
H-0072	Oxford Brookes University	101	B	15	General Engineering				Overall	11.6	5	40	25	30	0
H-0072	Oxford Brookes University	101	C	16	Architecture, Built Environment & Planning				Overall	32.6	5	35	40	15	5
H-0072	Oxford Brookes University	101	C	19	Business & Management Studies				Overall	18	5	20	45	25	5
H-0072	Oxford Brookes University	101	C	20	Law				Overall	13.2	10	35	40	15	0
H-0072	Oxford Brookes University	101	C	21	Politics & International Studies				Overall	10.5	0	20	55	25	0
H-0072	Oxford Brookes University	101	C	24	Anthropology & Development Studies				Overall	12.2	5	30	35	25	5
